area,name,url,members_count,posts_per_day,is_private,locality_name,most_common_region,in_charlotte_staged
Bolsover,"Polacy w Alfreton,Somercotes,South Normanton",https://www.facebook.com/groups/342418709279117/,3700,10,FALSE,South Normanton,Derbyshire,False
Bolsover,Derbyshire village of derwent now submerged beneath ladybower dam,https://www.facebook.com/groups/1931065907010921/,3700,8,FALSE,Derbyshire,Derbyshire,False
Bolsover,Lost and found Cats Chesterfield Derbyshire UK,https://www.facebook.com/groups/193737724534470/,3600,8,FALSE,Derbyshire,Derbyshire,False
Bolsover,"Jobs in Ashbourne & Surrounding Areas (Derbyshire, England)",https://www.facebook.com/groups/jobs.in.ashbourne/,3400,8,FALSE,Derbyshire,Derbyshire,False
Bolsover,"Spring Valley / Wykoff, MN Community Events & Activities",https://www.facebook.com/groups/1609395189293294/,3300,3,FALSE,Spring Vale,Derbyshire,False
Bolsover,Spotted south normanton,https://www.facebook.com/groups/2568589933281670/,3100,10,FALSE,Derbyshire,Derbyshire,False
Bolsover,REAL SELSTON NEWS & ADVERTS,https://www.facebook.com/groups/145713532296112/,2900,10,FALSE,Selston,Nottinghamshire,False
Bolsover,The Dukes Of Derbyshire Metal Detecting,https://www.facebook.com/groups/175056880786776/,2900,2,FALSE,Derbyshire,Derbyshire,False
Bolsover,HARTHILL~WOODALL~THORPE SALVIN~TODWICK~FORUM,https://www.facebook.com/groups/1529022054001616/,2800,10,FALSE,South Yorkshire,South Yorkshire,False
Bolsover,"Job Vacancies in Ripley, Derbyshire",https://www.facebook.com/groups/jobsinripleyderbyshire/,2800,8,FALSE,Derbyshire,Derbyshire,False
Bolsover,Respotted South Normanton and Pinxton,https://www.facebook.com/groups/157160912654987/,2600,10,FALSE,Derbyshire,Derbyshire,False
Bolsover,Barlow Village Derbyshire.,https://www.facebook.com/groups/204370332926229/,2500,3,FALSE,Derbyshire,Derbyshire,False
Bolsover,Derbyshire Dale's Hedgehog Rescue. Contact Number: 07751191939,https://www.facebook.com/groups/2605924269638202/,2500,8,FALSE,Derbyshire,Derbyshire,False
Bolsover,"Great Houghton (Barnsley, South Yorkshire) Community",https://www.facebook.com/groups/3354382811257170/,2500,10,FALSE,South Yorkshire,South Yorkshire,False
Bolsover,Keep the High Peak in Derbyshire (Derbyshire and Proud),https://www.facebook.com/groups/derbyshireandproud/,2500,2,FALSE,Derbyshire,Derbyshire,False
Bolsover,Duckmanton Daily,https://www.facebook.com/groups/2765247973800785/,2400,4,FALSE,"Duckmanton, Long",Derbyshire,False
Bolsover,Bamford In Derbyshire Community Forum,https://www.facebook.com/groups/1358845694133206/,2400,10,FALSE,Derbyshire,Derbyshire,False
Bolsover,Ashbourne (Derbyshire) and District online,https://www.facebook.com/groups/385138604444093/,2400,8,FALSE,Derbyshire,Derbyshire,False
Bolsover,"Stonebroom,shirland & Surrounding Areas",https://www.facebook.com/groups/965310350205058/,2300,10,FALSE,Shirland and Stonebroom,Derbyshire,False
Bolsover,Pictures of Sheffield & Derbyshire,https://www.facebook.com/groups/2301655136532485/,2200,8,FALSE,Derbyshire,Derbyshire,False
Bolsover,"Village Carols - Sheffield Carols, Derbyshire Carols etc",https://www.facebook.com/groups/VillageCarols/,1900,3,FALSE,Derbyshire,Derbyshire,False
Bolsover,“The Derbyshire Cooking Group”,https://www.facebook.com/groups/1558184177661976/,1900,2,FALSE,Derbyshire,Derbyshire,False
Bolsover,Derbyshire Dog Walker Group,https://www.facebook.com/groups/2065523840415084/,1800,10,FALSE,Derbyshire,Derbyshire,False
Bolsover,Church Stretton Local Business Page,https://www.facebook.com/groups/473020636099240/,1800,10,FALSE,Shropshire,Shropshire,False
Bolsover,"Langwith-and neighboring Colliery,s",https://www.facebook.com/groups/505226059557217/,1600,8,FALSE,Langwith Colliery,Derbyshire,False
Bolsover,New Houghton past and present,https://www.facebook.com/groups/314093075385741/,1600,8,FALSE,"Houghton, New",Derbyshire,False
Bolsover,Pilsley Waterloo and Lower Pilsley,https://www.facebook.com/groups/481602388877102/,1600,2,FALSE,Derbyshire,Derbyshire,False
Bolsover,DerbyBiz - The Derbyshire Business Network,https://www.facebook.com/groups/derbybiz/,1600,10,FALSE,Derbyshire,Derbyshire,False
Bolsover,DERBYSHIRE'S NEW £10 AND UNDER,https://www.facebook.com/groups/1731718557096756/,1400,9,FALSE,Derbyshire,Derbyshire,False
Bolsover,Alderman William Derbyshire Ex Pupils,https://www.facebook.com/groups/4081877447/,1300,2,FALSE,Williamthorpe Road,Derbyshire,False
Bolsover,Rotherham News!,https://www.facebook.com/groups/490704564321276/,1300,3,FALSE,South Yorkshire,South Yorkshire,False
Bolsover,Cueball Pool Tournaments And Derbyshire Pool Series Events,https://www.facebook.com/groups/365215477402086/,1200,4,FALSE,Hardwick Park,Derbyshire,False
Bolsover,"Residents Of Blackwell, Hilcote and South Normanton",https://www.facebook.com/groups/547436118640336/,1200,6,FALSE,Derbyshire,Derbyshire,False
Bolsover,Peak District & Derbyshire Towns & Business Forum,https://www.facebook.com/groups/905165292882252/,1100,8,FALSE,Derbyshire,Derbyshire,False
Bolsover,South Normanton Community Group,https://www.facebook.com/groups/418688689443840/,1100,7,FALSE,Leicestershire,Leicestershire,False
Bolsover,Primrose/Hill Community (Germiston),https://www.facebook.com/groups/306770833816839/,1000,6,FALSE,Primrose Hill,Derbyshire,False
Bolsover,Derby Advice and Info,https://www.facebook.com/groups/275366357084021/,1000,7,FALSE,Derbyshire,Derbyshire,False
Bolsover,THE RIPLEY DOG COMMUNITY. (Derbyshire).,https://www.facebook.com/groups/268435980540014/,993,3,FALSE,Derbyshire,Derbyshire,False
Bolsover,Derby & Derbyshire,https://www.facebook.com/groups/165704329772899/,964,8,FALSE,Derbyshire,Derbyshire,False
Bolsover,Pilsley & Lower Pilsley local business page,https://www.facebook.com/groups/421376549013991/,916,8,FALSE,Derbyshire,Derbyshire,False
Bolsover,Sutton cum Lound Village Group,https://www.facebook.com/groups/624463522250692/,901,5,FALSE,Derbyshire,Derbyshire,False
Bolsover,Duckmanton Insight,https://www.facebook.com/groups/3245909402175132/,885,4,FALSE,"Duckmanton, Long",Derbyshire,False
Bolsover,Birds and cages Lincolnshire,https://www.facebook.com/groups/2038320066568188/,834,8,FALSE,Lincolnshire,Lincolnshire,False
Bolsover,Pimp Hall Park & Nature Reserve,https://www.facebook.com/groups/769482953104330/,800,7,FALSE,Lancashire,Lancashire,False
Bolsover,Model Village Forum,https://www.facebook.com/groups/1652144468420017/,794,10,FALSE,Model Village,Derbyshire,False
Bolsover,Events happening in the local elmton creswell area / big local events,https://www.facebook.com/groups/607946812666506/,790,2,FALSE,Elmton-with-Creswell,Derbyshire,False
Bolsover,WHAT IS HAPPENING IN SHIRLAND & HIGHAM PARISH - GROUPS & EVENTS.,https://www.facebook.com/groups/662205424866569/,736,8,FALSE,Shirland and Higham,Derbyshire,False
Bolsover,The Derbyshire Rockin' Scene,https://www.facebook.com/groups/350026668414561/,724,8,FALSE,Derbyshire,Derbyshire,False
Bolsover,Pilsley community (Official),https://www.facebook.com/groups/882848043447285/,698,4,FALSE,Derbyshire,Derbyshire,False
Bolsover,Things for free chesterfield (bolsover),https://www.facebook.com/groups/150201908427008/,650,7,FALSE,Bolsover Woodhouse,Derbyshire,False
Bolsover,My Derby,https://www.facebook.com/groups/369812730098970/,619,4,FALSE,Derbyshire,Derbyshire,False
Bolsover,"FOLK MUSIC in The Hope Valley, Derbyshire. UK",https://www.facebook.com/groups/177827459035182/,619,8,FALSE,Derbyshire,Derbyshire,False
Bolsover,Climate Action North East Derbyshire,https://www.facebook.com/groups/832995943940108/,591,8,FALSE,Derbyshire,Derbyshire,False
Bolsover,New Houghton Proper Moan & Groan,https://www.facebook.com/groups/498363841316037/,569,8,FALSE,Derbyshire,Derbyshire,False
Bolsover,Derbyshire In Focus,https://www.facebook.com/groups/1712811135634462/,568,8,FALSE,Derbyshire,Derbyshire,False
Bolsover,The Hamlet,https://www.facebook.com/groups/304269116897776/,566,8,FALSE,The Hamlet,Derbyshire,False
Bolsover,The Hamlet Historian,https://www.facebook.com/groups/134985339858900/,548,2,FALSE,The Hamlet,Derbyshire,False
Bolsover,Cash in Hand Jobs - Derby,https://www.facebook.com/groups/cashinhandjobsderby/,546,2,FALSE,Derbyshire,Derbyshire,False
Bolsover,North Derbyshire South Road Federation,https://www.facebook.com/groups/1344398106350442/,513,8,FALSE,Derbyshire,Derbyshire,False
Bolsover,The Derbyshire Redcap Club,https://www.facebook.com/groups/242964456391961/,512,7,FALSE,Derbyshire,Derbyshire,False
Bolsover,Stretton Business Portal,https://www.facebook.com/groups/733515654008674/,500,5,FALSE,Shropshire,Shropshire,False
Bolsover,What's Happening in Langwith,https://www.facebook.com/groups/915143661956979/,489,,FALSE,Derbyshire,Derbyshire,False
Bolsover,South Derbyshire Road Runners,https://www.facebook.com/groups/990531947663386/,471,3,FALSE,Derbyshire,Derbyshire,False
Bolsover,Derbyshire Job and Opportunities,https://www.facebook.com/groups/207554219372219/,466,8,FALSE,Derbyshire,Derbyshire,False
Bolsover,Elton Community (Derbyshire),https://www.facebook.com/groups/eltoncommunity/,421,8,FALSE,Derbyshire,Derbyshire,False
Bolsover,Birds lost and found Derbyshire and surrounding areas,https://www.facebook.com/groups/1077720525750231/,420,8,FALSE,Birdholme ED,Derbyshire,False
Bolsover,Derbyshire Brides (UK),https://www.facebook.com/groups/204559716376247/,410,3,FALSE,Derbyshire,Derbyshire,False
Bolsover,Derbyshire Jobs,https://www.facebook.com/groups/423047627844728/,394,8,FALSE,Derbyshire,Derbyshire,False
Bolsover,primrose hill primary school,https://www.facebook.com/groups/2225294583/,382,10,FALSE,Primrose Hill,Derbyshire,False
Bolsover,derbyshire unemployed workers centres shirebrook,https://www.facebook.com/groups/651711512917337/,375,3,FALSE,Derbyshire,Derbyshire,False
Bolsover,STAVELEY WHATS ON (Derbyshire),https://www.facebook.com/groups/1464867984163083/,324,2,FALSE,Derbyshire,Derbyshire,False
Bolsover,Magical History Tour - Bolsover - Walk Derbyshire,https://www.facebook.com/groups/magicalhistorytourbolsover/,306,8,FALSE,Bolsover East,Derbyshire,False
Bolsover,Local Tradesman Derbyshire,https://www.facebook.com/groups/300580930368872/,285,8,FALSE,Dimple,Derbyshire,False
Bolsover,New Life Church Ignite | North Derbyshire,https://www.facebook.com/groups/newlifechurchnd/,285,8,FALSE,Derbyshire,Derbyshire,False
Bolsover,Derbyshire Trade Finder,https://www.facebook.com/groups/788928472598861/,273,8,FALSE,Derbyshire,Derbyshire,False
Bolsover,Model Villages & Miniature towns,https://www.facebook.com/groups/2411251337/,269,10,FALSE,Model Village,Derbyshire,False
Bolsover,Spotted UK/Derbyshire,https://www.facebook.com/groups/1209156873570296/,265,8,FALSE,Derbyshire,Derbyshire,False
Bolsover,Beighton welfare r.g drainage for the fields,https://www.facebook.com/groups/580385462043713/,261,,FALSE,Beighton Fields,Derbyshire,False
Bolsover,Derbyshire rock music fans & gig lovers,https://www.facebook.com/groups/423624801573913/,260,8,FALSE,Derbyshire,Derbyshire,False
Bolsover,Clowne,https://www.facebook.com/groups/2248761443/,243,2,FALSE,Clowne East,Derbyshire,False
Bolsover,Chat with Derbyshire group of Endurance GB,https://www.facebook.com/groups/3934758363424076/,243,8,FALSE,Derbyshire,Derbyshire,False
Bolsover,Random acts of Crochet Kindness - Nottingham & Derbyshire,https://www.facebook.com/groups/raocknottinghamandderby/,240,2,FALSE,Derbyshire,Derbyshire,False
Bolsover,Derbyshire Blacksmiths,https://www.facebook.com/groups/1652859754931880/,240,6,FALSE,Derbyshire,Derbyshire,False
Bolsover,Cliff Halls (Minister of The Gospel),https://www.facebook.com/groups/953421994726886/,232,10,FALSE,Cliff Hill,Derbyshire,False
Bolsover,Green laning 4x4 recovery derbyshire and nottinghamshire,https://www.facebook.com/groups/1946846942197414/,227,10,FALSE,Derbyshire,Derbyshire,False
Bolsover,Advertise your local businesses here for Elmton Creswell Hodthorpe,https://www.facebook.com/groups/837498166313153/,226,3,FALSE,Elmton with Creswell,Derbyshire,False
Bolsover,Derbyshire Dry Stone Walling,https://www.facebook.com/groups/358438291929455/,225,5,FALSE,Derbyshire,Derbyshire,False
Bolsover,STOLEN OR LOST IN AND AROUND DERBYSHIRE,https://www.facebook.com/groups/922453447789165/,206,,FALSE,Old Bolsover,Derbyshire,False
Bolsover,6 DERBYSHIRE (Vendors & residents),https://www.facebook.com/groups/1834901270103661/,197,5,FALSE,Derbyshire,Derbyshire,False
Bolsover,'We Make It' Derbyshire,https://www.facebook.com/groups/515593941815549/,197,10,FALSE,Derbyshire,Derbyshire,False
Bolsover,"Missing Female F2 Savannah Cat S44 6EF Bolsover, Derbyshire.",https://www.facebook.com/groups/1134095737532929/,193,3,FALSE,Bolsover East,Derbyshire,False
Bolsover,stolen goods from bolsover shuttlewood chesterfield,https://www.facebook.com/groups/405691400458264/,192,,FALSE,Bolsover North & Shuttlewood,Derbyshire,False
Bolsover,"Murphy, displaced ginger cat, stony houghton,mansfield NG19 #FindMurphy",https://www.facebook.com/groups/812779446008856/,190,7,FALSE,"Houghton, Stony",Derbyshire,False
Bolsover,pilsley community site,https://www.facebook.com/groups/799117784907291/,185,2,FALSE,Derbyshire,Derbyshire,False
Bolsover,Liz Fowkes hairdressing Pilsley Shop,https://www.facebook.com/groups/400194618214505/,183,8,FALSE,Lower Pilsley,Derbyshire,False
Bolsover,Derbyshire Hill C.P School,https://www.facebook.com/groups/402761014456152/,175,7,FALSE,Derbyshire,Derbyshire,False
Bolsover,Mid-Derbyshire Steampunk Society,https://www.facebook.com/groups/259580401590566/,170,3,FALSE,Derbyshire,Derbyshire,False
Bolsover,Park Hall,https://www.facebook.com/groups/2100830720306944/,164,3,FALSE,Park Hall,Derbyshire,False
Bolsover,Take a Break in Staffordshire & Derbyshire,https://www.facebook.com/groups/gorgeousstaffsandderbys/,161,8,FALSE,Derbyshire,Derbyshire,False
Bolsover,"Old Brampton, Derbyshire",https://www.facebook.com/groups/1269832850126707/,158,8,FALSE,Derbyshire,Derbyshire,False
Bolsover,Astaria Model Village,https://www.facebook.com/groups/787014229830948/,157,8,FALSE,Model Village,Derbyshire,False
Bolsover,"The Derby High School - Bury, Manchester",https://www.facebook.com/groups/2421851152/,156,2,FALSE,"Higham, Old",Derbyshire,False
Bolsover,Doe lea Bramley vale living history,https://www.facebook.com/groups/301623587731992/,147,10,FALSE,Bramley Vale,Derbyshire,False
Bolsover,South Derbyshire Road Runners Social Group,https://www.facebook.com/groups/1576904365946229/,139,,FALSE,Derbyshire,Derbyshire,False
Bolsover,"The Old Black Horse, Mapperley village, Derbyshire",https://www.facebook.com/groups/161111220420/,125,,FALSE,"Hamlet, The",Derbyshire,False
Bolsover,Derbyshire County Bridge Association,https://www.facebook.com/groups/2892180084175840/,112,3,FALSE,Derbyshire,Derbyshire,False
Bolsover,Shabby Chic Old And New Derbyshire And Nottinghamshire,https://www.facebook.com/groups/337948716377022/,109,9,FALSE,Old Brinsley,Nottinghamshire,False
Bolsover,"9 Ladies Stone Circle Derbyshire, Locals & Visitors appreciation group",https://www.facebook.com/groups/790068421937283/,105,2,FALSE,Derbyshire,Derbyshire,False
Bolsover,Classifieds Derbyshire,https://www.facebook.com/groups/431696148129991/,90,8,FALSE,Derbyshire,Derbyshire,False
Bolsover,Woolley Moor,https://www.facebook.com/groups/288212441873284/,65,10,FALSE,Woolley Moor,Derbyshire,False
Bolsover,Beth does the Derbyshire 10k Phoebe from friends style,https://www.facebook.com/groups/216866141739495/,60,,FALSE,Doe Lea,Derbyshire,False
Bolsover,"Local news for Amber Valley, Bolsover and Derbyshire",https://www.facebook.com/groups/384840621655145/,55,3,FALSE,"Bolsover, New",Derbyshire,False
Cardiff North,Whats on in Cardiff and South Wales,https://www.facebook.com/groups/whatsonincardiffguide/,52000,10,FALSE,Cardiff,Cardiff,False
Cardiff North,Caerau (Cardiff) Residents,https://www.facebook.com/groups/399591590211584/,32000,10,FALSE,Cardiff,Cardiff,False
Cardiff North,Jobs in Cardiff,https://www.facebook.com/groups/jobsincardiff01/,32000,10,FALSE,Cardiff,Cardiff,False
Cardiff North,Cardiff Job Vacancies,https://www.facebook.com/groups/cardiffjobvacancies/,25000,6,FALSE,Cardiff,Cardiff,False
Cardiff North,Old Cardiff Pics,https://www.facebook.com/groups/2712006342211451/,21000,8,FALSE,Old St. Mellons,Cardiff,False
Cardiff North,"Cardiff Housing, Room & Flat Share",https://www.facebook.com/groups/1601939006762459/,16000,2,FALSE,Coed Bychan,Cardiff,False
Cardiff North,Cardiff - For Rent,https://www.facebook.com/groups/1078721159504223/,15000,10,FALSE,Butetown,Cardiff,False
Cardiff North,Cardiff - Rent Apartments Houses Rooms,https://www.facebook.com/groups/I9250/,15000,10,FALSE,Butetown,Cardiff,False
Cardiff North,"Residents of Canton & Riverside, Cardiff",https://www.facebook.com/groups/1421719561483284/,14000,7,FALSE,Cardiff,Cardiff,False
Cardiff North,Cardiff Days Gone By,https://www.facebook.com/groups/1296535647154214/,13000,4,FALSE,"Bychan, Coed",Cardiff,False
Cardiff North,EXCHANGE CARDIFF,https://www.facebook.com/groups/190477441015613/,13000,10,FALSE,Cardiff,Cardiff,False
Cardiff North,Community News Cardiff,https://www.facebook.com/groups/CommunityNewsCardiff/,12000,7,FALSE,Cardiff,Cardiff,False
Cardiff North,Llanrumney & Old St Mellons news,https://www.facebook.com/groups/1803013356665460/,12000,9,FALSE,Monmouthshire,Monmouthshire,False
Cardiff North,Fairwater and Pentrebane Community Group (Cardiff),https://www.facebook.com/groups/1042742549075049/,11000,10,FALSE,Fairwater,Cardiff,False
Cardiff North,Romani in Cardiff,https://www.facebook.com/groups/RomaniDinCardiff/,11000,10,FALSE,"Grangetown, Lower",Cardiff,False
Cardiff North,"What's On In Cardiff, Penarth & Barry Areas",https://www.facebook.com/groups/548571887307353/,11000,9,FALSE,Llys-faen,Cardiff,False
Cardiff North,Whats on in Cardiff Guide,https://www.facebook.com/groups/170415305587426/,10000,10,FALSE,Atlantic Wharf,Cardiff,False
Cardiff North,Cardiff Businesses,https://www.facebook.com/groups/490748460965323/,10000,10,FALSE,Cardiff,Cardiff,False
Cardiff North,"Radyr, Morganstown & Tongwynlais Community Page",https://www.facebook.com/groups/375790096705481/,10000,10,FALSE,Cardiff,Cardiff,False
Cardiff North,Gabalfa/Llandaff - Community Page,https://www.facebook.com/groups/396192421257248/,9500,5,FALSE,Gabalfa,Cardiff,False
Cardiff North,"Penarth, Cowbridge, Pontyclun, Llantwit Major, Rhoose, Barry , Cardiff",https://www.facebook.com/groups/539698983180009/,9500,10,FALSE,Cardiff,Cardiff,False
Cardiff North,Cardiff Film Network (CFN),https://www.facebook.com/groups/171765232968820/,7300,3,FALSE,Torfaen,Torfaen,False
Cardiff North,Cardiff North Community and Business Forum,https://www.facebook.com/groups/CardiffNorthBusinessForum/,7100,10,FALSE,Cardiff,Cardiff,False
Cardiff North,Jobs in Cardiff,https://www.facebook.com/groups/jobsinsouthwales01/,6100,9,FALSE,Cardiff,Cardiff,False
Cardiff North,RESIDENTS OF LLYSFAEN (COLWYN BAY) PAST & PRESENT,https://www.facebook.com/groups/96994587305/,5700,10,FALSE,Powys,Powys,False
Cardiff North,Cardiff Music Scene,https://www.facebook.com/groups/163349244070943/,5500,10,FALSE,"Griffith, Melin",Cardiff,False
Cardiff North,Cardiff Muslim Accommodation Network,https://www.facebook.com/groups/181024958727210/,5500,2,FALSE,Carmarthenshire,Carmarthenshire,False
Cardiff North,Cardiff Events,https://www.facebook.com/groups/274846112595592/,5400,3,FALSE,Cardiff,Cardiff,False
Cardiff North,Advertising cardiff,https://www.facebook.com/groups/588039864554479/,5100,10,FALSE,Adamsdown,Cardiff,False
Cardiff North,Cardiff Yesterday & Today,https://www.facebook.com/groups/cardiffyesterdayandtoday/,5100,10,FALSE,Cardiff,Cardiff,False
Cardiff North,Cardiff,https://www.facebook.com/groups/10030493334/,5000,8,FALSE,Cardiff,Cardiff,False
Cardiff North,Greenmeadow community,https://www.facebook.com/groups/445524828988512/,4700,2,FALSE,Greenmeadow,Cardiff,False
Cardiff North,Canton and Riverside Community Group (Cardiff),https://www.facebook.com/groups/1926566397537050/,4700,7,FALSE,Cardiff,Cardiff,False
Cardiff North,Networking In Cardiff,https://www.facebook.com/groups/networkingincardiff/,4500,5,FALSE,Atlantic Wharf,Cardiff,False
Cardiff North,Cardiff - Bangladeshi Community,https://www.facebook.com/groups/659368974164077/,4500,10,FALSE,Llandâf,Cardiff,False
Cardiff North,free things only! cardiff area,https://www.facebook.com/groups/1380327372208796/,4300,20,FALSE,"Bychan, Coed",Cardiff,False
Cardiff North,Cardiff Arts Collective,https://www.facebook.com/groups/398853636821657/,4100,2,FALSE,Cardiff,Cardiff,False
Cardiff North,st Mellons and old st Mellons neighborhood watch,https://www.facebook.com/groups/640171853638946/,3800,3,FALSE,Old St. Mellons,Cardiff,False
Cardiff North,Cardiff Jobs,https://www.facebook.com/groups/784302934939238/,3500,4,FALSE,Adamsdown,Cardiff,False
Cardiff North,Indian community in cardiff & newport,https://www.facebook.com/groups/121965277884128/,3400,7,FALSE,Broadstreet Common,Cardiff,False
Cardiff North,cardiff freeads,https://www.facebook.com/groups/331209414763165/,3400,10,FALSE,Cardiff,Cardiff,False
Cardiff North,Forest Farm Photography,https://www.facebook.com/groups/268700200843306/,2900,6,FALSE,Forest Farm,Cardiff,False
Cardiff North,What’s On In Llandaff,https://www.facebook.com/groups/415314946778609/,2800,8,FALSE,Cardiff,Cardiff,False
Cardiff North,WHATS ON CARDIFF & SOUTH WALES!,https://www.facebook.com/groups/whatsonsouthwales/,2700,10,FALSE,Broadstreet Common,Cardiff,False
Cardiff North,Cardiff bargains and crystals,https://www.facebook.com/groups/1809406069392696/,2600,2,FALSE,Lisvane,Cardiff,False
Cardiff North,"Jobs in Cardiff, Wales",https://www.facebook.com/groups/Jobgear.UK.jobs.in.Cardiff/,2600,6,FALSE,Cardiff,Cardiff,False
Cardiff North,Birchgrove Community Centre,https://www.facebook.com/groups/683449575013037/,2400,8,FALSE,Birchgrove,Swansea,False
Cardiff North,CARDIFF SMALL BUSINESSES,https://www.facebook.com/groups/580103947037283/,2400,10,FALSE,Adamsdown,Cardiff,False
Cardiff North,Thornhill and Upper Cwmbran Community Group,https://www.facebook.com/groups/333600292071319/,2400,8,FALSE,Cardiff,Cardiff,False
Cardiff North,New Forest Farm Network,https://www.facebook.com/groups/494464681778323/,2100,4,FALSE,Forest Farm,Cardiff,False
Cardiff North,"THORNHILL EVENTS & RESIDENTS (cwmbran ,UK)",https://www.facebook.com/groups/1656830077953770/,2100,4,FALSE,Thornhill,Cardiff,False
Cardiff North,Bowbrook & Bicton Heath Matters,https://www.facebook.com/groups/bictonheath/,1800,3,FALSE,Shropshire,Shropshire,False
Cardiff North,"Llandaff North Rugby, Sports & Social Club",https://www.facebook.com/groups/277648135699199/,1700,8,FALSE,Llandaff North,Cardiff,False
Cardiff North,Cardiff Spiritual Network,https://www.facebook.com/groups/1433245170224976/,1700,10,FALSE,Capel Llanilltern,Cardiff,False
Cardiff North,Singapore's forests and farms: Nature education & conservation,https://www.facebook.com/groups/singaporeforests/,1600,2,FALSE,Forest Farm,Cardiff,False
Cardiff North,Pontprennau Small Business Support & Promote,https://www.facebook.com/groups/2004915429773162/,1500,10,FALSE,Pontprennau,Cardiff,False
Cardiff North,Cardiff Kids Clubs and Activities - Club Hub UK,https://www.facebook.com/groups/1174405892737887/,1500,4,FALSE,Leckwith,Cardiff,False
